Time(s),CTSresistance,HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),SweatRate(kg/s),FatigueLevel,RespirationRate(1/min)
30.22,0,111.855344,36.971825,34.807186,0,0,22.727273
30.42,0,111.855344,36.971933,34.809032,0,0,22.727273
30.62,0,111.816722,36.972042,34.810876,0,0,22.727273
30.82,0,111.816722,36.972151,34.812719,0,0,22.727273
31.02,0,111.801679,36.972260,34.814559,0,0,22.727273
31.22,0,111.801679,36.972369,34.816397,0,0,22.727273
31.42,0,111.801679,36.972478,34.818233,0,0,22.727273
31.62,0,111.758682,36.972588,34.820067,0,0,22.727273
31.82,0,111.758682,36.972697,34.821899,0,0,22.727273
32.02,0,111.758682,36.972806,34.823729,0,0,22.727273
32.22,0,111.684837,36.972916,34.825557,0,0,22.727273
32.42,0,111.684837,36.973026,34.827383,0,0,22.727273
32.62,0,111.684837,36.973136,34.829207,0,0,22.727273
32.82,0,111.616076,36.973246,34.831029,0,0,22.727273
33.02,0,111.616076,36.973356,34.832848,0,0,22.727273
33.22,0,111.577187,36.973466,34.834666,0,0,22.727273
33.42,0,111.577187,36.973576,34.836482,0,0,22.727273
33.62,0,111.577187,36.973687,34.838296,0,0,22.727273
33.82,0,111.556062,36.973797,34.840108,0,0,22.727273
34.02,0,111.556062,36.973908,34.841917,0,0,22.727273
34.22,0,111.556062,36.974019,34.843725,0,0,22.727273
34.42,0,111.501693,36.974130,34.845531,0,0,22.727273
34.62,0,111.501693,36.974241,34.847334,0,0,22.727273
34.82,0,111.419427,36.974352,34.849136,0,0,22.727273
35.02,0,111.419427,36.974463,34.850936,0,0,22.727273
35.22,0,111.419427,36.974574,34.852734,0,0,22.556391
35.42,0,111.345184,36.974686,34.854529,0,0,22.556391
35.62,0,111.345184,36.974798,34.856323,0,0,22.556391
35.82,0,111.345184,36.974910,34.858115,0,0,22.556391
36.02,0,111.301895,36.975022,34.859905,0,0,22.556391
36.22,0,111.301895,36.975134,34.861692,0,0,22.556391
36.42,0,111.273609,36.975246,34.863478,0,0,22.556391
36.62,0,111.273609,36.975359,34.865262,0,0,22.556391
36.82,0,111.273609,36.975471,34.867043,0,0,22.556391
37.02,0,111.209994,36.975584,34.868823,0,0,22.556391
37.22,0,111.209994,36.975696,34.870601,0,0,22.556391
37.42,0,111.209994,36.975809,34.872376,0,0,22.556391
37.62,0,111.120291,36.975922,34.874150,0,0,22.556391
37.82,0,111.120291,36.976035,34.875922,0,0,22.388060
38.02,0,111.120291,36.976148,34.877692,0,0,22.388060
38.22,0,111.040667,36.976262,34.879449,0,0,22.388060
38.42,0,111.040667,36.976376,34.881199,0,0,22.388060
38.62,0,110.992287,36.976490,34.882948,0,0,22.388060
38.82,0,110.992287,36.976605,34.884682,0,0,22.388060
39.02,0,110.992287,36.976720,34.886413,0,0,22.388060
39.22,0,110.957897,36.976835,34.888142,0,0,22.388060
39.42,0,110.957897,36.976951,34.889865,0,0,22.388060
39.62,0,110.957897,36.977067,34.891587,0,0,22.388060
39.82,0,111.117189,36.977182,34.893313,0,0,22.388060
40.02,0,111.117189,36.977297,34.895045,0,0,22.388060
40.22,0,111.117189,36.977412,34.896776,0,0,22.388060
40.42,0,111.251685,36.977527,34.898515,0,0,22.388060
40.62,0,111.251685,36.977641,34.900256,0,0,22.388060
40.82,0,111.304940,36.977756,34.901996,0,0,22.388060
41.02,0,111.304940,36.977871,34.903740,0,0,22.388060
41.22,0,111.304940,36.977985,34.905481,0,0,22.388060
41.42,0,111.063499,36.978100,34.907219,0,0,22.388060
41.62,0,111.063499,36.978216,34.908944,0,0,22.388060
41.82,0,111.063499,36.978331,34.910668,0,0,22.388060
42.02,0,110.729187,36.978447,34.912386,0,0,22.388060
42.22,0,110.729187,36.978563,34.914094,0,0,22.388060
42.42,0,110.729187,36.978680,34.915801,0,0,22.388060
42.62,0,110.399924,36.978797,34.917505,0,0,22.388060
42.82,0,110.399924,36.978913,34.919205,0,0,22.388060
43.02,0,110.399924,36.979030,34.920904,0,0,22.388060
43.22,0,110.372158,36.979147,34.922601,0,0,22.222222
43.42,0,110.372158,36.979265,34.924296,0,0,22.222222
43.62,0,110.433713,36.979382,34.925989,0,0,22.222222
43.82,0,110.433713,36.979499,34.927682,0,0,22.222222
44.02,0,110.433713,36.979617,34.929373,0,0,22.222222
44.22,0,110.479805,36.979734,34.931062,0,0,22.222222
44.42,0,110.479805,36.979852,34.932751,0,0,22.222222
44.62,0,110.479805,36.979969,34.934438,0,0,22.222222
44.82,0,110.452296,36.980087,34.936125,0,0,22.222222
45.02,0,110.452296,36.980205,34.937810,0,0,22.222222
45.22,0,110.452296,36.980322,34.939494,0,0,22.222222
45.42,0,110.325925,36.980440,34.941178,0,0,22.222222
45.62,0,110.325925,36.980558,34.942861,0,0,22.222222
45.82,0,110.325925,36.980676,34.944542,0,0,22.222222
46.02,0,110.154307,36.980794,34.946223,0,0,22.222222
46.22,0,110.154307,36.980912,34.947903,0,0,22.222222
46.42,0,109.988589,36.981030,34.949581,0,0,22.222222
46.62,0,109.988589,36.981148,34.951259,0,0,22.222222
46.82,0,109.988589,36.981267,34.952935,0,0,22.222222
47.02,0,109.848771,36.981385,34.954611,0,0,22.222222
47.22,0,109.848771,36.981503,34.956286,0,0,22.222222
47.42,0,109.848771,36.981622,34.957959,0,0,22.222222
47.62,0,109.696007,36.981740,34.959631,0,0,22.222222
47.82,0,109.696007,36.981859,34.961303,0,0,22.222222
48.02,0,109.696007,36.981977,34.962973,0,0,22.222222
48.22,0,109.512018,36.982096,34.964642,0,0,22.222222
48.42,0,109.512018,36.982214,34.966310,0,0,22.222222
48.62,0,109.512018,36.982333,34.967976,0,0,22.222222
48.82,0,109.337700,36.982452,34.969642,0,0,22.222222
49.02,0,109.337700,36.982571,34.971307,0,0,22.222222
49.22,0,109.205265,36.982690,34.972969,0,0,22.222222
49.42,0,109.205265,36.982809,34.974631,0,0,22.222222
49.62,0,109.205265,36.982928,34.976292,0,0,22.222222
49.82,0,109.113943,36.983047,34.977951,0,0,22.222222
50.02,0,109.113943,36.983166,34.979609,0,0,22.222222
50.22,0,109.113943,36.983285,34.981265,0,0,22.222222
50.42,0,109.010840,36.983405,34.982920,0,0,22.222222
50.62,0,109.010840,36.983524,34.984574,0,0,22.222222
50.82,0,109.010840,36.983643,34.986226,0,0,22.222222
51.02,0,108.887379,36.983763,34.987877,0,0,22.222222
51.22,0,108.887379,36.983883,34.989527,0,0,22.222222
51.42,0,108.887379,36.984002,34.991175,0,0,22.222222
51.62,0,108.781185,36.984122,34.992821,0,0,22.222222
51.82,0,108.781185,36.984242,34.994466,0,0,22.222222
52.02,0,108.718116,36.984362,34.996110,0,0,22.222222
52.22,0,108.718116,36.984482,34.997752,0,0,22.222222
52.42,0,108.718116,36.984602,34.999393,0,0,22.222222
