Time(s),CTSresistance,HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),SweatRate(kg/s),FatigueLevel,RespirationRate(1/min)
70.02,0,117.259463,37.008280,35.247469,0,0.081560,23.437500
70.22,0,117.259463,37.008447,35.249225,0,0.081135,23.437500
70.42,0,117.259463,37.008614,35.250980,0,0.080630,23.437500
70.62,0,117.292722,37.008780,35.252733,0,0.081558,23.437500
70.82,0,117.292722,37.008947,35.254484,0,0.080919,23.437500
71.02,0,117.286528,37.009114,35.256233,0,0.081345,23.437500
71.22,0,117.286528,37.009281,35.257981,0,0.081279,23.437500
71.42,0,117.286528,37.009448,35.259727,0,0.080812,23.437500
71.62,0,117.269338,37.009616,35.261472,0,0.081614,23.437500
71.82,0,117.269338,37.009783,35.263215,0,0.081013,23.437500
72.02,0,117.275403,37.009950,35.264956,0,0.080970,23.437500
72.22,0,117.275403,37.010118,35.266695,0,0.081426,23.437500
72.42,0,117.275403,37.010285,35.268433,0,0.080849,23.437500
72.62,0,117.316111,37.010453,35.270169,0,0.081554,23.437500
72.82,0,117.316111,37.010621,35.271903,0,0.081133,23.437500
73.02,0,117.316111,37.010789,35.273636,0,0.080624,23.437500
73.22,0,117.351815,37.010956,35.275367,0,0.081554,23.437500
73.42,0,117.351815,37.011124,35.277096,0,0.080916,23.437500
73.62,0,117.347867,37.011292,35.278823,0,0.081337,23.437500
73.82,0,117.347867,37.011461,35.280549,0,0.081275,23.437500
74.02,0,117.347867,37.011629,35.282273,0,0.080809,23.437500
74.22,0,117.335615,37.011797,35.283996,0,0.081606,23.437500
74.42,0,117.335615,37.011966,35.285717,0,0.081009,23.437500
74.62,0,117.348389,37.012134,35.287436,0,0.080961,23.437500
74.82,0,117.348389,37.012303,35.289154,0,0.081419,23.437500
75.02,0,117.348389,37.012471,35.290870,0,0.080844,23.437500
75.22,0,117.394407,37.012640,35.292584,0,0.081544,23.437500
75.42,0,117.394407,37.012809,35.294297,0,0.081127,23.437500
75.62,0,117.394407,37.012978,35.296008,0,0.080613,23.437500
75.82,0,117.430353,37.013147,35.297717,0,0.081544,23.437500
76.02,0,117.430353,37.013316,35.299425,0,0.080909,23.437500
76.22,0,117.427078,37.013485,35.301131,0,0.081325,23.437500
76.42,0,117.427078,37.013654,35.302835,0,0.081266,23.437500
76.62,0,117.427078,37.013823,35.304538,0,0.080800,23.437500
76.82,0,117.418175,37.013993,35.306239,0,0.081593,23.437500
77.02,0,117.418175,37.014162,35.307939,0,0.080999,23.437500
77.22,0,122.220360,37.014332,35.309638,0,0.080946,23.437500
